weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,main.sea_level,main.grnd_level,message
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737608.0,18000.0,1524801.0,Shīeli,200,66.75,44.1667,307.86,305.29,307.86,307.86,1007.0,12.0,8.23,48.0,9.39,0.0,,,KZ,1627690762.0,1627743555.0,,1007.0,991.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737608.0,-10800.0,3398178.0,Inhuma,200,-41.7078,-6.6683,301.89,301.19,301.89,301.89,1019.0,36.0,6.23,133.0,10.3,100.0,,,BR,1627721905.0,1627764471.0,,1019.0,975.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,10000.0,1627737608.0,28800.0,1799869.0,Nanning,200,108.3167,22.8167,301.4,306.76,301.4,301.4,999.0,85.0,1.67,123.0,2.51,100.0,1.0,9628.0,CN,1627683434.0,1627730931.0,8.65,999.0,989.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737609.0,18000.0,161616.0,Balkanabat,200,54.3671,39.5108,311.48,308.53,311.48,311.48,1007.0,10.0,4.9,79.0,4.86,54.0,,,TM,1627694459.0,1627745801.0,,1007.0,1006.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737609.0,7200.0,915471.0,Kalabo,200,22.6814,-14.97,300.92,299.65,300.92,300.92,1017.0,16.0,4.46,95.0,5.98,3.0,,,ZM,1627707129.0,1627748340.0,,1017.0,907.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,305.0,1627737609.0,7200.0,7626405.0,Skibotn,200,20.2679,69.3913,283.97,283.61,282.2,283.97,999.0,96.0,3.41,343.0,2.92,100.0,2.0,212156.0,NO,1627690681.0,1627765946.0,,999.0,999.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737609.0,7200.0,3109254.0,Segovia,200,-4.0,41.1667,293.04,292.68,292.81,293.73,1014.0,61.0,5.43,311.0,5.75,97.0,2.0,2000524.0,ES,1627708233.0,1627760043.0,,1014.0,908.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737610.0,3600.0,2965664.0,Cashel,200,-7.8856,52.5158,291.81,291.82,290.63,293.19,1010.0,80.0,3.89,285.0,4.97,100.0,2.0,2002487.0,IE,1627706990.0,1627763151.0,,1010.0,997.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737610.0,19800.0,1257399.0,Sanguem,200,74.1667,15.2333,300.86,305.99,300.86,300.86,1010.0,90.0,4.04,279.0,10.54,100.0,1.0,9233.0,IN,1627692322.0,1627738435.0,,1010.0,1005.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737610.0,-36000.0,4034496.0,Fare,200,-151.0167,-16.7,297.68,298.07,297.68,297.68,1014.0,72.0,8.28,137.0,7.84,90.0,,,PF,1627748953.0,1627789889.0,,1014.0,1014.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737489.0,-10800.0,3445026.0,Vila Velha,200,-40.2925,-20.3297,295.03,294.5,291.45,295.91,1028.0,47.0,7.72,220.0,,0.0,2.0,2030202.0,BR,1627722701.0,1627762995.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737610.0,-14400.0,3663684.0,Lábrea,200,-64.7981,-7.2586,296.41,295.73,296.41,296.41,1019.0,36.0,1.7,172.0,4.26,22.0,,,BR,1627727493.0,1627769966.0,,1019.0,1012.0,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,10000.0,1627737611.0,25200.0,1214488.0,Meulaboh,200,96.1285,4.1363,297.39,298.19,297.39,297.39,1013.0,89.0,1.16,359.0,1.37,100.0,,,ID,1627687969.0,1627732247.0,4.86,1013.0,1012.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737611.0,32400.0,7671223.0,Kloulklubed,200,134.2556,7.0419,300.43,302.68,300.43,300.43,1011.0,72.0,3.79,240.0,4.05,49.0,1.0,7901.0,PW,1627678584.0,1627723331.0,,1011.0,1010.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737611.0,-14400.0,3897334.0,Calbuco,200,-73.1273,-41.768,272.71,269.6,272.71,272.71,1031.0,77.0,2.51,108.0,3.04,62.0,1.0,8523.0,CL,1627732924.0,1627768532.0,,1031.0,1031.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737611.0,36000.0,2175403.0,Blackwater,200,148.8833,-23.5833,289.62,289.67,289.62,289.62,1018.0,90.0,3.51,66.0,5.03,0.0,,,AU,1627677610.0,1627717284.0,,1018.0,996.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737611.0,-25200.0,3982837.0,Sonoita,200,-112.8333,31.85,297.89,298.06,297.89,297.89,1014.0,63.0,1.41,89.0,1.87,23.0,2.0,2010896.0,MX,1627735587.0,1627784928.0,,1014.0,969.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737611.0,32400.0,2129218.0,Yoichi,200,140.7703,43.2039,297.38,298.0,297.38,298.27,1005.0,82.0,2.38,219.0,2.54,6.0,2.0,64679.0,JP,1627673144.0,1627725644.0,,1005.0,1005.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737612.0,3600.0,2270385.0,Camacha,200,-16.3333,33.0833,295.83,295.82,295.83,296.57,1024.0,64.0,7.72,20.0,,40.0,1.0,6902.0,PT,1627712272.0,1627761924.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737612.0,43200.0,2189343.0,Kaeo,200,173.7833,-35.1,287.22,287.08,287.22,287.22,1008.0,92.0,6.17,128.0,11.6,98.0,2.0,2012217.0,NZ,1627759191.0,1627796547.0,,1008.0,1006.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737612.0,7200.0,933383.0,Mathathane,200,28.7495,-22.2687,295.9,294.86,295.9,295.9,1027.0,24.0,5.7,76.0,6.2,0.0,,,BW,1627706311.0,1627746246.0,,1027.0,951.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737612.0,-25200.0,5354943.0,Half Moon Bay,200,-122.4286,37.4636,288.34,288.26,286.06,290.26,1016.0,90.0,0.89,251.0,1.79,90.0,2.0,2037640.0,US,1627737199.0,1627787921.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737612.0,28800.0,1795632.0,Shenjiamen,200,122.298,29.9576,299.71,299.71,299.71,299.71,999.0,93.0,6.71,173.0,10.84,98.0,,,CN,1627679343.0,1627728312.0,0.87,999.0,993.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,9442.0,1627737612.0,7200.0,3175096.0,Laas,200,10.7002,46.6166,296.63,296.86,295.64,300.1,1011.0,70.0,2.43,177.0,3.21,31.0,1.0,6813.0,IT,1627703790.0,1627757430.0,,1011.0,916.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737612.0,28800.0,1648186.0,Bontang,200,117.5,0.1333,299.39,299.39,299.39,299.39,1011.0,86.0,4.58,193.0,8.31,43.0,,,ID,1627683158.0,1627726799.0,,1011.0,1010.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737613.0,10800.0,513042.0,Pallasovka,200,46.8833,50.05,308.11,306.27,308.11,308.11,1009.0,21.0,4.39,291.0,5.99,42.0,,,RU,1627694406.0,1627749447.0,,1009.0,1005.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737613.0,36000.0,2173125.0,Burnie,200,145.9167,-41.0667,283.09,280.85,283.09,283.09,1001.0,87.0,4.53,292.0,9.29,100.0,,,AU,1627680292.0,1627716026.0,,1001.0,998.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737446.0,7200.0,2976050.0,Saran,200,1.876,47.9501,293.77,293.35,293.16,296.57,1012.0,56.0,5.66,230.0,,75.0,1.0,6534.0,FR,1627705654.0,1627759802.0,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737613.0,-10800.0,3394023.0,Natal,200,-35.2094,-5.795,300.27,302.57,300.27,300.51,1018.0,74.0,8.23,170.0,,75.0,1.0,8417.0,BR,1627720276.0,1627762980.0,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627737613.0,32400.0,1626542.0,Sorong,200,131.25,-0.8833,299.99,302.89,299.99,299.99,1011.0,84.0,3.8,170.0,5.03,8.0,,,ID,1627679939.0,1627723419.0,2.37,1011.0,1011.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,3800.0,1627737613.0,36000.0,2157698.0,Mildura,200,142.15,-34.2,284.13,283.71,283.75,284.13,1009.0,93.0,2.57,200.0,,90.0,1.0,9550.0,AU,1627680323.0,1627717803.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737613.0,28800.0,1816751.0,Beidao,200,105.8933,34.5686,299.29,299.29,299.29,299.29,1000.0,47.0,2.72,190.0,3.63,0.0,,,CN,1627682743.0,1627732786.0,,1000.0,885.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737614.0,18000.0,161974.0,Bereket,200,55.5154,39.2446,311.52,308.47,311.52,311.52,1007.0,9.0,6.65,71.0,6.63,5.0,,,TM,1627694221.0,1627745488.0,,1007.0,1003.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,3583.0,1627737614.0,21600.0,1203344.0,Farīdpur,200,89.8333,23.6,302.15,309.15,302.15,302.15,1000.0,86.0,4.99,183.0,8.16,100.0,1.0,9145.0,BD,1627687796.0,1627735441.0,,1000.0,999.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737614.0,7200.0,2515096.0,Lebrija,200,-6.0753,36.9208,300.09,299.69,299.22,303.05,1016.0,34.0,6.69,250.0,,0.0,1.0,6412.0,ES,1627709330.0,1627759942.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737614.0,7200.0,3361934.0,Saldanha,200,17.9442,-33.0117,293.28,292.52,293.28,293.28,1023.0,45.0,2.74,328.0,5.95,7.0,,,ZA,1627709981.0,1627747762.0,,1023.0,1020.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737614.0,16200.0,1121143.0,Zabul Province,200,67.25,32.25,303.27,301.37,303.27,303.27,1000.0,13.0,9.43,241.0,9.52,0.0,,,AF,1627692300.0,1627741777.0,,1000.0,815.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737615.0,-14400.0,4946620.0,Palmer,200,-72.3287,42.1584,289.82,289.14,287.9,291.66,1015.0,61.0,1.34,6.0,3.58,20.0,2.0,2010865.0,US,1627724491.0,1627776581.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737615.0,-14400.0,4759556.0,Forest,200,-79.2897,37.3638,296.19,296.25,294.07,298.01,1016.0,65.0,4.12,50.0,,1.0,2.0,2039998.0,US,1627726853.0,1627777561.0,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737615.0,7200.0,3354178.0,Ongandjera,200,15.0667,-17.8833,299.56,299.56,299.56,299.56,1018.0,14.0,6.66,71.0,7.61,17.0,,,NA,1627709204.0,1627749920.0,,1018.0,899.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737615.0,-14400.0,5129832.0,Oneida,200,-75.4663,43.2001,288.47,287.96,287.27,289.92,1015.0,73.0,0.0,0.0,,1.0,2.0,2011353.0,US,1627725079.0,1627777499.0,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737615.0,3600.0,2441447.0,Maïné Soroa,200,12.0241,13.2114,305.31,306.87,305.31,305.31,1011.0,46.0,4.41,212.0,4.72,97.0,,,NE,1627707412.0,1627753172.0,,1011.0,974.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737616.0,3600.0,3347019.0,Mossamedes,200,12.1522,-15.1961,298.25,298.41,298.25,298.25,1014.0,61.0,5.36,306.0,5.03,1.0,,,AO,1627709675.0,1627750848.0,,1014.0,1012.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737616.0,7200.0,3168627.0,Salsomaggiore Terme,200,9.9796,44.8148,304.98,303.3,302.91,307.98,1006.0,25.0,2.52,227.0,6.23,0.0,1.0,6745.0,IT,1627704287.0,1627757279.0,,1006.0,988.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737616.0,-28800.0,5859699.0,College,200,-147.8028,64.8569,285.52,285.03,282.33,287.48,1015.0,85.0,1.54,40.0,,40.0,1.0,7683.0,US,1627735740.0,1627801559.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737616.0,-10800.0,3450188.0,Santa Isabel,200,-46.2214,-23.3156,284.94,283.95,283.99,288.05,1031.0,68.0,3.15,91.0,6.49,100.0,1.0,8379.0,BR,1627724394.0,1627764148.0,,1031.0,953.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737616.0,25200.0,1489656.0,Teya,200,92.6267,60.3778,291.47,290.79,291.47,291.47,1014.0,55.0,1.76,208.0,2.41,19.0,,,RU,1627680296.0,1627741601.0,,1014.0,991.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737616.0,-21600.0,3583155.0,Sesori,200,-88.3667,13.7167,296.31,296.87,296.31,300.6,1014.0,84.0,1.06,337.0,1.7,52.0,1.0,7207.0,SV,1627731467.0,1627777304.0,,1014.0,989.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737617.0,-18000.0,3489657.0,Lucea,200,-78.1736,18.451,303.07,309.23,303.07,303.07,1016.0,75.0,6.21,78.0,8.65,1.0,2.0,2003687.0,JM,1627728609.0,1627775270.0,,1016.0,1015.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737617.0,18000.0,609906.0,Fort-Shevchenko,200,50.263,44.5086,302.51,302.55,302.51,302.51,1011.0,44.0,4.13,217.0,4.7,0.0,,,KZ,1627694664.0,1627747567.0,,1011.0,1013.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627737617.0,28800.0,1785655.0,Yunyang,200,112.7142,33.4474,301.92,306.28,301.92,301.92,997.0,75.0,2.51,196.0,2.83,0.0,2.0,2003703.0,CN,1627681242.0,1627731013.0,0.12,997.0,975.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737618.0,39600.0,2121909.0,Poronaysk,200,143.1167,49.2167,287.88,287.6,287.88,287.88,1014.0,84.0,2.89,134.0,4.07,100.0,,,RU,1627757948.0,1627812509.0,,1014.0,1014.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737619.0,28800.0,2036713.0,Huanren,200,125.3667,41.2647,296.08,296.83,296.08,296.08,1000.0,92.0,2.24,163.0,5.8,97.0,,,CN,1627677149.0,1627729032.0,,1000.0,970.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,777.0,1627737619.0,19800.0,1254832.0,Tawang Town,200,91.8667,27.5833,288.09,288.22,288.09,288.09,1010.0,99.0,0.34,266.0,0.9,99.0,,,IN,1627686905.0,1627735356.0,,1010.0,735.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737620.0,7200.0,2687902.0,Nybro,200,15.9071,56.7446,293.2,293.35,289.95,294.29,1000.0,80.0,4.24,212.0,7.58,71.0,1.0,1757.0,SE,1627700080.0,1627758641.0,,1000.0,990.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737620.0,32400.0,2026023.0,Bukachacha,200,116.9167,52.9833,285.11,284.32,285.11,285.11,1010.0,75.0,2.25,21.0,2.18,1.0,,,RU,1627676886.0,1627733351.0,,1010.0,932.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737344.0,25200.0,1491461.0,Soloneshnoye,200,84.3197,51.6544,294.04,293.88,294.04,294.04,1014.0,65.0,1.03,2.0,1.05,0.0,,,RU,1627685046.0,1627740838.0,,1014.0,967.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737621.0,14400.0,587207.0,Artyom,200,50.333,40.4723,303.23,305.54,303.23,303.23,1009.0,57.0,3.69,176.0,3.51,73.0,1.0,8841.0,AZ,1627695288.0,1627746909.0,,1009.0,1011.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737621.0,7200.0,3133983.0,Trofors,200,13.4063,65.5333,287.15,286.17,285.8,287.79,997.0,60.0,2.17,300.0,2.04,99.0,1.0,1641.0,NO,1627696480.0,1627763441.0,,997.0,991.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737622.0,-18000.0,3698304.0,Chimbote,200,-78.5783,-9.0853,291.1,291.2,291.1,291.1,1015.0,86.0,2.91,177.0,3.21,35.0,,,PE,1627730945.0,1627773127.0,,1015.0,1013.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737479.0,-10800.0,3832899.0,Viedma,200,-62.9967,-40.8135,282.54,280.37,282.54,282.54,1029.0,58.0,4.06,197.0,7.27,0.0,,,AR,1627730361.0,1627766233.0,,1029.0,1028.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737622.0,28800.0,1684245.0,Tagusao,200,117.8141,9.1924,301.11,305.46,301.11,301.11,1010.0,82.0,5.11,230.0,7.11,48.0,,,PH,1627682354.0,1627727452.0,,1010.0,1009.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737384.0,10800.0,53654.0,Mogadishu,200,45.3438,2.0371,298.96,299.48,298.96,298.96,1014.0,72.0,9.0,213.0,11.03,87.0,,,SO,1627700325.0,1627744267.0,,1014.0,1013.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737622.0,21600.0,1525988.0,Ayagoz,200,80.4392,47.9714,298.41,297.36,298.41,298.41,1013.0,14.0,4.8,20.0,5.07,30.0,,,KZ,1627686778.0,1627740969.0,,1013.0,940.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737339.0,-25200.0,5563397.0,Eureka,200,-124.1637,40.8021,284.85,284.53,284.49,285.48,1013.0,94.0,1.53,342.0,1.64,100.0,2.0,2019045.0,US,1627737146.0,1627788806.0,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737622.0,3600.0,2331939.0,Lokoja,200,6.743,7.8024,301.78,305.09,301.78,301.78,1013.0,70.0,3.29,205.0,4.38,90.0,,,NG,1627709127.0,1627753992.0,0.42,1013.0,1006.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737623.0,39600.0,2134814.0,Sola,200,167.55,-13.8833,298.95,299.34,298.95,298.95,1012.0,67.0,6.2,161.0,6.05,100.0,,,VU,1627758659.0,1627800070.0,,1012.0,1000.0,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737623.0,-21600.0,5666176.0,Miles City,200,-105.8406,46.4083,292.69,291.87,292.69,295.1,1025.0,45.0,4.12,40.0,,1.0,1.0,4930.0,US,1627731822.0,1627785336.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737623.0,-14400.0,3883167.0,Linares,200,-71.6,-35.85,279.69,278.14,279.69,279.69,1024.0,85.0,2.19,215.0,3.77,100.0,,,CL,1627731787.0,1627768936.0,,1024.0,1004.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627737623.0,32400.0,1861416.0,Ishigaki,200,124.1572,24.3448,302.24,308.37,302.24,302.24,1001.0,81.0,2.86,239.0,2.91,100.0,,,JP,1627679482.0,1627727280.0,,1001.0,999.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737623.0,0.0,2360541.0,Gayéri,200,0.4931,12.6497,303.77,305.91,303.77,303.77,1012.0,54.0,2.57,179.0,2.64,98.0,,,BF,1627710227.0,1627755892.0,0.32,1012.0,981.0,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627737624.0,0.0,2304548.0,Anloga,200,0.8973,5.7947,300.02,302.1,300.02,300.02,1015.0,74.0,5.87,207.0,6.87,24.0,,,GH,1627710692.0,1627755233.0,,1015.0,1015.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737624.0,36000.0,2146219.0,Hervey Bay,200,152.8535,-25.2986,290.94,291.05,287.21,290.94,1016.0,87.0,0.45,24.0,1.34,0.0,2.0,2032484.0,AU,1627676820.0,1627716168.0,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627737624.0,25200.0,1586443.0,Ca Mau,200,105.15,9.1769,299.02,300.04,299.02,299.02,1009.0,91.0,2.59,247.0,8.23,47.0,,,VN,1627685395.0,1627730490.0,,1009.0,1009.0,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627737624.0,25200.0,1507116.0,Dudinka,200,86.1778,69.4058,288.81,288.62,288.81,288.81,1006.0,84.0,7.11,169.0,10.46,89.0,,,RU,1627674756.0,1627750236.0,0.97,1006.0,1002.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627737624.0,32400.0,1855342.0,Nishihara,200,127.7558,26.1842,300.44,305.64,300.18,300.96,1002.0,97.0,3.09,170.0,,75.0,1.0,8156.0,JP,1627678434.0,1627726601.0,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737439.0,7200.0,2715459.0,Falun,200,15.626,60.6036,290.84,290.94,290.38,293.51,997.0,87.0,3.46,207.0,4.5,100.0,2.0,2003246.0,SE,1627698710.0,1627760146.0,,997.0,984.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737624.0,39600.0,2137773.0,Vao,200,167.4833,-22.6667,292.93,292.43,292.93,292.93,1015.0,56.0,10.7,203.0,11.36,0.0,,,NC,1627759433.0,1627799329.0,,1015.0,1005.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737625.0,-28800.0,5557293.0,Sitka,200,-135.33,57.0531,289.09,288.88,289.09,289.09,1018.0,82.0,0.0,0.0,,1.0,1.0,7795.0,US,1627736326.0,1627794986.0,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627737625.0,32400.0,2013392.0,Vilyuysk,200,121.6247,63.7553,291.59,290.82,291.59,291.59,1017.0,51.0,2.55,272.0,2.56,0.0,,,RU,1627671625.0,1627736353.0,,1017.0,1005.0,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627737625.0,-14400.0,3870243.0,Taltal,200,-70.4833,-25.4,289.35,288.78,289.35,289.35,1020.0,67.0,2.19,234.0,2.46,30.0,,,CL,1627730410.0,1627769777.0,,1020.0,1019.0,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627737625.0,7200.0,347634.0,Ţahţā,200,31.5021,26.7693,313.97,310.75,313.97,313.97,1003.0,9.0,5.86,316.0,5.91,0.0,,,EG,1627701483.0,1627749753.0,,1003.0,996.0,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627737625.0,3600.0,245669.0,Adré,200,22.2,13.4667,302.68,303.67,302.68,302.68,1012.0,51.0,3.41,226.0,3.17,100.0,,,TD,1627704948.0,1627750752.0,,1012.0,926.0,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627737625.0,10800.0,580716.0,Arzgir,200,44.2206,45.3728,307.49,305.58,307.49,307.49,1008.0,21.0,2.45,96.0,3.75,59.0,,,RU,1627695965.0,1627749166.0,,1008.0,1000.0,
